Transaction ID,Date,Gender,Age,Age Group,Product Category,Quantity,Price per Unit,Total Amount,,,,,,,,,Min_age,Max_age,Avg_age,Total Sales Revenue,Average Order value, Category,Sales
912,1/24/2023,Male,51,Middle Age,Beauty,3,50,150,,,,,,,,,,,,,,,
913,1/28/2023,Male,29,Adolescent,Electronics,3,30,90,,,,,,,,,,,,,,,
914,10-11-2023,Female,59,Old,Electronics,1,500,500,,,,,,,,,,,,,,,
915,5/30/2023,Female,26,Adolescent,Beauty,3,30,90,,,,,,,,,,,,,,,
916,12/24/2023,Female,32,Middle Age,Electronics,1,50,50,,,,,,,,,,,,,,,
917,03-06-2023,Female,57,Old,Electronics,4,50,200,,,,,,,,,,,,,,,
918,11/23/2023,Female,42,Middle Age,Electronics,3,30,90,,,,,,,,,,,,,,,
919,09-09-2023,Female,22,Adolescent,Beauty,2,25,50,,,,,,,,,,,,,,,
920,2/22/2023,Female,28,Adolescent,Beauty,3,25,75,,,,,,,,,,,,,,,
921,01-07-2023,Male,51,Middle Age,Electronics,3,25,75,,,,,,,,,,,,,,,
922,10/21/2023,Male,41,Middle Age,Electronics,1,50,50,,,,,,,,,,,,,,,
923,5/26/2023,Male,32,Middle Age,Beauty,3,300,900,,,,,,,,,,,,,,,
924,8/29/2023,Male,55,Old,Beauty,2,50,100,,,,,,,,,,,,,,,
925,09-03-2023,Male,25,Adolescent,Electronics,1,300,300,,,,,,,,,,,,,,,
926,8/14/2023,Male,22,Adolescent,Electronics,1,30,30,,,,,,,,,,,,,,,
927,6/24/2023,Male,43,Middle Age,Electronics,4,500,2000,,,,,,,,,,,,,,,
928,04-05-2023,Female,35,Middle Age,Clothing,4,300,1200,,,,,,,,,,,,,,,
929,1/27/2023,Female,23,Adolescent,Beauty,3,25,75,,,,,,,,,,,,,,,
930,05-10-2023,Male,54,Middle Age,Clothing,4,50,200,,,,,,,,,,,,,,,
931,09-02-2023,Male,30,Adolescent,Beauty,4,30,120,,,,,,,,,,,,,,,
932,2/28/2023,Female,45,Middle Age,Beauty,4,25,100,,,,,,,,,,,,,,,
933,02-03-2023,Male,22,Adolescent,Beauty,1,30,30,,,,,,,,,,,,,,,
934,7/25/2023,Male,30,Adolescent,Beauty,1,500,500,,,,,,,,,,,,,,,
935,09-09-2023,Female,34,Middle Age,Beauty,1,50,50,,,,,,,,,,,,,,,
936,02-07-2023,Male,57,Old,Beauty,4,50,200,,,,,,,,,,,,,,,
937,10/23/2023,Female,62,Old,Beauty,1,500,500,,,,,,,,,,,,,,,
938,11/19/2023,Male,49,Middle Age,Clothing,4,50,200,,,,,,,,,,,,,,,
939,12/18/2023,Female,46,Middle Age,Electronics,1,300,300,,,,,,,,,,,,,,,
940,1/28/2023,Female,20,Adolescent,Electronics,1,30,30,,,,,,,,,,,,,,,
941,3/19/2023,Female,57,Old,Clothing,2,25,50,,,,,,,,,,,,,,,
942,3/18/2023,Male,51,Middle Age,Clothing,3,500,1500,,,,,,,,,,,,,,,
943,10/16/2023,Female,57,Old,Clothing,4,300,1200,,,,,,,,,,,,,,,
944,06-05-2023,Male,44,Middle Age,Clothing,2,25,50,,,,,,,,,,,,,,,
945,2/13/2023,Male,30,Adolescent,Beauty,1,25,25,,,,,,,,,,,,,,,
946,05-08-2023,Male,62,Old,Electronics,4,500,2000,,,,,,,,,,,,,,,
947,03-02-2023,Male,50,Middle Age,Beauty,1,300,300,,,,,,,,,,,,,,,
948,10/13/2023,Female,23,Adolescent,Electronics,3,25,75,,,,,,,,,,,,,,,
949,08-02-2023,Female,41,Middle Age,Electronics,2,25,50,,,,,,,,,,,,,,,
950,11-07-2023,Male,36,Middle Age,Clothing,3,300,900,,,,,,,,,,,,,,,
951,11-02-2023,Male,33,Middle Age,Beauty,2,50,100,,,,,,,,,,,,,,,
952,11/13/2023,Female,57,Old,Clothing,1,25,25,,,,,,,,,,,,,,,
953,4/26/2023,Male,45,Middle Age,Beauty,3,30,90,,,,,,,,,,,,,,,
954,9/25/2023,Female,50,Middle Age,Electronics,3,300,900,,,,,,,,,,,,,,,
955,7/14/2023,Male,58,Old,Clothing,1,25,25,,,,,,,,,,,,,,,
956,8/19/2023,Male,30,Adolescent,Clothing,3,500,1500,,,,,,,,,,,,,,,
957,8/15/2023,Female,60,Old,Electronics,4,30,120,,,,,,,,,,,,,,,
958,06-02-2023,Male,62,Old,Electronics,2,25,50,,,,,,,,,,,,,,,
959,10/29/2023,Female,42,Middle Age,Electronics,2,30,60,,,,,,,,,,,,,,,
960,08-08-2023,Male,59,Old,Clothing,2,30,60,,,,,,,,,,,,,,,
961,06-06-2023,Male,53,Middle Age,Beauty,4,50,200,,,,,,,,,,,,,,,
962,10/19/2023,Male,44,Middle Age,Clothing,2,30,60,,,,,,,,,,,,,,,
963,11/14/2023,Female,55,Old,Beauty,1,50,50,,,,,,,,,,,,,,,
964,1/31/2023,Male,24,Adolescent,Clothing,3,300,900,,,,,,,,,,,,,,,
965,11-09-2023,Male,22,Adolescent,Clothing,4,50,200,,,,,,,,,,,,,,,
966,2/20/2023,Male,60,Old,Electronics,2,500,1000,,,,,,,,,,,,,,,
967,4/17/2023,Male,62,Old,Beauty,1,25,25,,,,,,,,,,,,,,,
968,11/17/2023,Female,48,Middle Age,Clothing,3,300,900,,,,,,,,,,,,,,,
969,4/19/2023,Female,40,Middle Age,Clothing,3,300,900,,,,,,,,,,,,,,,
970,5/16/2023,Male,59,Old,Electronics,4,500,2000,,,,,,,,,,,,,,,
971,12-05-2023,Female,27,Adolescent,Electronics,4,50,200,,,,,,,,,,,,,,,
972,02-11-2023,Male,49,Middle Age,Beauty,4,25,100,,,,,,,,,,,,,,,
973,3/22/2023,Male,60,Old,Clothing,1,50,50,,,,,,,,,,,,,,,
974,05-03-2023,Male,47,Middle Age,Beauty,1,30,30,,,,,,,,,,,,,,,
975,3/30/2023,Female,56,Old,Clothing,4,50,200,,,,,,,,,,,,,,,
976,10-10-2023,Female,48,Middle Age,Beauty,2,300,600,,,,,,,,,,,,,,,
977,02-08-2023,Female,35,Middle Age,Electronics,3,25,75,,,,,,,,,,,,,,,
978,3/22/2023,Female,53,Middle Age,Clothing,3,50,150,,,,,,,,,,,,,,,
979,01-02-2023,Female,19,Adolescent,Beauty,1,25,25,,,,,,,,,,,,,,,
980,7/29/2023,Female,31,Adolescent,Electronics,3,25,75,,,,,,,,,,,,,,,
981,8/19/2023,Female,30,Adolescent,Electronics,2,30,60,,,,,,,,,,,,,,,
982,12/19/2023,Female,46,Middle Age,Beauty,3,30,90,,,,,,,,,,,,,,,
983,11-01-2023,Female,29,Adolescent,Clothing,1,300,300,,,,,,,,,,,,,,,
984,8/29/2023,Male,56,Old,Clothing,1,500,500,,,,,,,,,,,,,,,
985,5/30/2023,Female,19,Adolescent,Electronics,2,25,50,,,,,,,,,,,,,,,
986,1/17/2023,Female,49,Middle Age,Clothing,2,500,1000,,,,,,,,,,,,,,,
987,4/29/2023,Female,30,Adolescent,Clothing,3,300,900,,,,,,,,,,,,,,,
988,5/28/2023,Female,63,Old,Clothing,3,25,75,,,,,,,,,,,,,,,
989,12/28/2023,Female,44,Middle Age,Electronics,1,25,25,,,,,,,,,,,,,,,
990,5/25/2023,Female,58,Old,Beauty,2,500,1000,,,,,,,,,,,,,,,
991,12/26/2023,Female,34,Middle Age,Clothing,2,50,100,,,,,,,,,,,,,,,
992,8/21/2023,Female,57,Old,Electronics,2,30,60,,,,,,,,,,,,,,,
993,02-06-2023,Female,48,Middle Age,Electronics,3,50,150,,,,,,,,,,,,,,,
994,12/18/2023,Female,51,Middle Age,Beauty,2,500,1000,,,,,,,,,,,,,,,
995,4/30/2023,Female,41,Middle Age,Clothing,1,30,30,,,,,,,,,,,,,,,
996,5/16/2023,Male,62,Old,Clothing,1,50,50,,,,,,,,,,,,,,,
997,11/17/2023,Male,52,Middle Age,Beauty,3,30,90,,,,,,,,,,,,,,,
998,10/29/2023,Female,23,Adolescent,Beauty,4,25,100,,,,,,,,,,,,,,,
999,12-05-2023,Female,36,Middle Age,Electronics,3,50,150,,,,,,,,,,,,,,,
1000,04-12-2023,Male,47,Middle Age,Electronics,4,30,120,,,,,,,,,,,,,,,
1001,5/18/2026,Male,21,Adolesence,Adolesence,2,30,60,,,,,,,,,,,,,,,
1002,5/19/2026,Male,22,Adolesence,Adolesence,3,30,90,,,,,,,,,,,,,,,
